Sale,Area,Bed,Bath,Crime_Rate,Car_Commute_Percentage,Elemenatary_School,Middle_School,High_School,Total_School,Restaurant,Grocery,Nightlife
512000,"Mattapan, Boston, MA",4.0,1.0,4,59,7,5,0,12,67,15,5
448000,"Mattapan, Mattapan, MA",2.0,1.0,2,59,8,6,6,20,82,20,10
312000,"Mattapan, Mattapan, MA",2.0,2.0,1,59,6,3,3,12,59,16,1
368000,"Mattapan, Boston, MA",2.0,1.0,2,59,8,6,6,20,66,13,9
371200,"Mattapan, Mattapan, MA",2.0,1.0,2,59,8,6,6,20,75,20,9
480000,"Mattapan, Boston, MA",4.0,2.0,3,54,1,1,0,2,79,18,7
568000,"Mattapan, Boston, MA",4.0,2.0,2,54,5,4,4,13,90,19,15
416000,"Mattapan, Boston, MA",1.0,1.0,1,54,2,1,1,4,42,12,12
416000,"Mattapan, Boston, MA",2.0,1.5,1,59,1,1,0,2,67,10,6
294000,"Mattapan, Mattapan, MA",2.0,1.5,1,59,6,3,3,12,58,15,1
327200,"Roslindale, Boston, MA",2.0,1.0,1,66,2,1,0,3,73,19,21
352000,"Roslindale, Boston, MA",2.0,1.0,1,66,6,4,4,14,58,17,9
384000,"Roslindale, Boston, MA",2.0,1.0,1,66,4,4,4,12,66,17,14
343200,"Roslindale, Boston, MA",2.0,1.0,1,66,2,1,0,3,73,19,21
432000,"Roslindale, Boston, MA",3.0,2.0,1,66,2,1,0,3,69,19,19
720000,"Roslindale, Boston, MA",3.0,2.0,3,66,4,3,3,10,78,17,17
623200,"Roslindale, Boston, MA",2.0,2.0,3,66,4,3,3,10,78,17,17
607200,"Roslindale, Boston, MA",2.0,2.0,3,66,4,3,3,10,78,17,17
152000,"Roslindale, Roslindale, MA",1.0,1.0,1,66,0,0,0,0,77,17,14
316000,"Roslindale, Roslindale, MA",3.0,1.0,1,66,4,1,0,5,71,19,15
360000,"Roslindale, Roslindale, MA",3.0,1.0,1,66,0,0,0,0,77,17,14
288000,"Roslindale, Roslindale, MA",2.0,1.0,1,66,3,1,0,4,79,18,15
296000,"Roslindale, Boston, MA",2.0,1.0,1,66,3,1,0,4,75,17,15
320000,"Roslindale, Roslindale, MA",2.0,1.0,1,66,4,3,3,10,70,17,14
376000,"Roslindale, Boston, MA",3.0,1.0,3,66,5,4,4,13,67,17,12
320000,"Roslindale, Boston, MA",2.0,1.0,1,66,3,2,2,7,83,20,14
160000,"Roslindale, Roslindale, MA",1.0,1.0,1,66,2,1,0,3,73,19,21
349600,"Roslindale, Roslindale, MA",2.0,1.0,1,66,4,3,3,10,70,17,14
368000,"Roslindale, Boston, MA",3.0,1.0,1,66,2,0,0,2,79,15,15
432000,"Roslindale, Roslindale, MA",3.0,1.0,2,66,2,1,0,3,76,19,21
264000,"Roslindale, Roslindale, MA",1.0,1.0,1,66,5,4,4,13,65,17,12
408000,"Roslindale, Roslindale, MA",3.0,1.0,1,66,5,4,4,13,70,17,14
464000,"Roslindale, Roslindale, MA",3.0,1.0,1,66,3,1,1,5,82,18,15
416000,"Roslindale, Roslindale, MA",2.0,1.0,1,66,2,2,2,6,71,18,13
384000,"Roslindale, Roslindale, MA",2.0,2.0,1,66,2,0,0,2,79,16,15
464000,"Roslindale, Boston, MA",3.0,1.0,1,66,3,1,1,5,82,18,15
720000,"Roslindale, Roslindale, MA",3.0,2.0,2,66,3,3,3,9,65,18,8
607200,"Roslindale, Roslindale, MA",2.0,2.0,3,66,4,3,3,10,78,17,17
623200,"Roslindale, Roslindale, MA",2.0,2.0,2,66,3,3,3,9,65,18,8
408000,"Roslindale, Boston, MA",3.0,2.0,1,66,3,2,2,7,84,19,15
544000,"Roslindale, Boston, MA",3.0,2.0,1,66,5,4,4,13,73,17,13
607200,"Roslindale, Roslindale, MA",2.0,2.0,2,66,3,3,3,9,65,18,8
352000,"Roslindale, Boston, MA",2.0,1.5,1,66,5,4,4,13,67,18,15
640000,"Roslindale, Roslindale, MA",4.0,4.0,1,66,3,2,2,7,82,19,15
120000,"Roslindale, Boston, MA",1.0,1.0,1,66,4,2,2,8,82,19,14
336000,"Roslindale, Roslindale, MA",3.0,1.0,2,66,4,4,4,12,76,18,13
368000,"Roslindale, Roslindale, MA",3.0,1.0,1,66,4,2,0,6,71,19,15
392000,"Roslindale, Boston, MA",3.0,1.0,1,66,4,4,4,12,66,17,14
280000,"Roslindale, Boston, MA",2.0,1.0,1,66,3,0,0,3,83,18,15
368000,"Roslindale, Boston, MA",3.0,1.0,1,66,2,1,0,3,80,16,15
368000,"Roslindale, Boston, MA",3.0,1.0,1,66,3,2,2,7,68,18,8
316000,"Roslindale, Boston, MA",2.0,1.0,1,66,4,3,3,10,70,17,14
368000,"Roslindale, Boston, MA",3.0,1.0,1,66,4,4,4,12,70,19,13
288000,"Roslindale, Roslindale, MA",2.0,1.0,1,66,4,4,4,12,75,18,14
336000,"Roslindale, Boston, MA",2.0,1.0,1,66,4,3,3,10,70,17,14
349600,"Roslindale, Roslindale, MA",2.0,1.0,1,66,4,3,3,10,70,17,14
336000,"Roslindale, Boston, MA",2.0,1.0,1,66,4,3,3,10,70,17,14
320000,"Roslindale, Boston, MA",2.0,1.0,1,66,3,1,1,5,82,19,15
320000,"Roslindale, Boston, MA",2.0,1.0,1,66,2,0,0,2,79,15,15
516000,"Roslindale, Roslindale, MA",3.0,1.0,3,66,2,3,3,8,65,20,8
284000,"Roslindale, Roslindale, MA",1.0,1.0,1,66,2,0,0,2,79,15,15
384000,"Roslindale, Boston, MA",3.0,2.0,1,66,2,0,0,2,80,16,15
352000,"Roslindale, Boston, MA",2.0,1.0,1,66,3,2,2,7,84,19,15
288000,"Roslindale, Roslindale, MA",1.0,1.0,1,66,3,3,3,9,74,18,16
352000,"Roslindale, Boston, MA",2.0,1.0,1,66,4,2,2,8,82,19,14
464000,"Roslindale, Roslindale, MA",3.0,1.0,1,66,4,3,3,10,69,17,14
432000,"Roslindale, Boston, MA",3.0,1.0,2,66,2,1,0,3,76,19,21
480000,"Roslindale, Roslindale, MA",3.0,1.0,1,66,1,1,0,2,83,21,20
320000,"Roslindale, Boston, MA",2.0,1.0,1,66,3,1,0,4,75,17,15
176000,"Roslindale, Roslindale, MA",1.0,2.0,1,66,2,1,0,3,73,20,11
400000,"Roslindale, Boston, MA",3.0,1.0,1,66,2,1,0,3,72,19,20
360000,"Roslindale, Roslindale, MA",2.0,1.0,1,66,4,2,2,8,86,19,15
368000,"Roslindale, Roslindale, MA",2.0,1.0,1,66,5,4,4,13,64,17,11
432000,"Roslindale, Roslindale, MA",3.0,2.0,1,66,2,1,0,3,84,18,16
352000,"Roslindale, Boston, MA",2.0,1.0,1,66,3,1,0,4,80,16,15
404000,"Roslindale, Roslindale, MA",3.0,1.5,1,66,4,3,3,10,71,18,15
408000,"Roslindale, Roslindale, MA",3.0,1.5,1,66,4,3,3,10,71,18,15
416000,"Roslindale, Roslindale, MA",3.0,2.0,1,66,3,2,2,7,84,19,15
384000,"Roslindale, Boston, MA",2.0,1.0,1,66,2,0,0,2,79,17,15
384000,"Roslindale, Boston, MA",2.0,1.0,1,66,1,0,0,1,83,15,15
176000,"Roslindale, Boston, MA",1.0,1.0,1,66,1,1,0,2,72,19,20
336000,"Roslindale, Boston, MA",2.0,1.0,1,66,2,0,0,2,73,16,15
464000,"Roslindale, Roslindale, MA",3.0,2.0,1,66,2,1,0,3,69,19,19
384000,"Roslindale, Roslindale, MA",2.0,1.0,1,66,2,0,0,2,79,16,15
720000,"Roslindale, Roslindale, MA",3.0,2.0,3,66,4,3,3,10,78,17,17
623200,"Roslindale, Roslindale, MA",2.0,2.0,3,66,3,3,3,9,78,17,17
607200,"Roslindale, Boston, MA",2.0,2.0,3,66,4,3,3,10,78,17,17
720000,"Roslindale, Boston, MA",3.0,2.0,3,66,4,3,3,10,78,17,17
607200,"Roslindale, Roslindale, MA",2.0,2.0,3,66,3,3,3,9,78,17,17
623200,"Roslindale, Roslindale, MA",2.0,2.0,3,66,3,3,3,9,78,17,17
304000,"Roslindale, Boston, MA",1.0,1.0,1,66,4,2,2,8,82,19,14
432000,"Roslindale, Boston, MA",2.0,2.0,1,66,3,1,0,4,76,19,16
607200,"Roslindale, Roslindale, MA",2.0,2.0,3,66,3,3,3,9,75,17,15
412880,"Roslindale, Roslindale, MA",3.0,1.5,1,66,1,0,0,1,83,19,13
368000,"Roslindale, Roslindale, MA",2.0,1.0,3,66,3,3,3,9,76,18,17
432000,"West Roxbury, Boston, MA",3.0,1.0,1,83,3,2,2,7,76,18,16
431200,"West Roxbury, Boston, MA",3.0,1.0,1,83,3,1,0,4,42,6,4
431200,"West Roxbury, Boston, MA",4.0,2.0,1,83,0,0,0,0,59,13,7
288000,"West Roxbury, Boston, MA",2.0,1.0,1,83,5,6,6,17,56,8,6
318400,"West Roxbury, Boston, MA",2.0,1.0,1,83,4,2,2,8,48,8,5
336000,"West Roxbury, Newton, MA",2.0,1.0,1,77,3,3,3,9,12,3,1
496000,"West Roxbury, Boston, MA",4.0,1.0,1,83,3,1,0,4,42,6,4
336000,"West Roxbury, Boston, MA",2.0,1.0,1,83,4,2,2,8,47,7,5
318400,"West Roxbury, Boston, MA",2.0,1.0,1,83,4,2,2,8,47,7,4
480000,"West Roxbury, West Roxbury, MA",3.0,1.0,1,83,5,4,0,9,63,14,9
336000,"West Roxbury, Boston, MA",2.0,1.0,1,83,4,2,2,8,48,8,5
460000,"West Roxbury, Boston, MA",3.0,1.0,1,83,3,2,0,5,61,15,8
439200,"West Roxbury, Boston, MA",3.0,1.0,1,83,3,2,0,5,61,15,8
264000,"West Roxbury, Boston, MA",1.0,1.0,1,77,2,2,2,6,31,4,3
277600,"West Roxbury, Boston, MA",1.0,1.0,1,83,4,2,2,8,34,6,3
339200,"West Roxbury, Boston, MA",2.0,1.0,1,83,4,2,2,8,47,7,5
335200,"West Roxbury, Boston, MA",2.0,1.0,1,83,3,2,2,7,34,7,3
288000,"West Roxbury, Newton, MA",1.0,1.0,1,77,3,3,3,9,14,5,2
336000,"West Roxbury, Boston, MA",2.0,1.0,1,83,0,0,0,0,59,12,6
350400,"West Roxbury, Boston, MA",2.0,1.0,1,83,4,2,2,8,44,7,4
371200,"West Roxbury, Boston, MA",2.0,1.0,1,83,4,2,2,8,34,6,3
396000,"West Roxbury, Boston, MA",2.0,1.0,1,83,3,2,2,7,76,18,16
339200,"West Roxbury, Boston, MA",2.0,1.0,1,83,4,2,2,8,42,6,4
340000,"West Roxbury, Boston, MA",2.0,1.0,1,83,4,2,2,8,47,7,4
337600,"West Roxbury, Boston, MA",2.0,1.0,1,83,4,2,2,8,47,7,5
284000,"West Roxbury, Boston, MA",1.0,1.0,1,83,4,2,2,8,34,6,3
288000,"West Roxbury, Boston, MA",1.0,1.0,1,83,4,6,6,16,60,9,6
430400,"West Roxbury, Boston, MA",2.0,1.0,1,77,2,2,2,6,42,5,7
489600,"West Roxbury, Chestnut Hill, MA",2.0,1.0,1,77,1,1,1,3,47,8,7
456000,"West Roxbury, Chestnut Hill, MA",2.0,1.0,1,77,2,2,2,6,34,5,4
508800,"West Roxbury, Chestnut Hill, MA",2.0,1.0,1,77,2,2,2,6,38,5,6
292800,"West Roxbury, Boston, MA",1.0,1.0,1,83,4,2,2,8,42,6,4
272000,"West Roxbury, Boston, MA",1.0,1.0,1,83,3,1,0,4,43,6,3
292800,"West Roxbury, Boston, MA",1.0,1.0,1,83,4,2,2,8,44,7,4
291200,"West Roxbury, Boston, MA",1.0,1.0,1,83,4,2,2,8,47,7,5
448000,"West Roxbury, Boston, MA",1.0,1.0,1,83,5,4,0,9,62,13,8
458000,"West Roxbury, West Roxbury, MA",2.0,1.0,1,83,4,2,2,8,50,9,5
488000,"West Roxbury, Newton, MA",2.0,1.5,1,77,2,2,2,6,42,6,7
292800,"West Roxbury, Boston, MA",1.0,1.0,1,83,4,2,2,8,47,7,5
456000,"West Roxbury, Boston, MA",2.0,1.0,1,77,2,2,2,6,34,5,4
295200,"West Roxbury, Boston, MA",1.0,1.0,1,83,4,2,2,8,48,8,5
491200,"West Roxbury, Chestnut Hill, MA",2.0,1.5,1,77,2,2,2,6,42,5,7
303200,"West Roxbury, Boston, MA",1.0,1.0,1,83,4,2,2,8,47,7,5
387200,"West Roxbury, Boston, MA",2.0,2.0,1,83,3,2,2,7,35,6,3
576000,"West Roxbury, West Roxbury, MA",2.0,2.5,1,83,1,1,0,2,46,8,4
284800,"West Roxbury, Boston, MA",1.0,1.0,1,83,4,2,2,8,47,7,5
287200,"West Roxbury, Boston, MA",1.0,1.0,1,83,4,2,2,8,42,6,4
403200,"West Roxbury, Boston, MA",2.0,2.0,1,83,3,2,2,7,35,6,3
335200,"West Roxbury, Boston, MA",1.0,1.0,1,83,3,2,2,7,35,6,3
398400,"West Roxbury, Boston, MA",2.0,2.0,1,83,3,2,2,7,35,6,3
326400,"West Roxbury, Boston, MA",1.0,1.0,1,83,4,2,2,8,48,8,5
322400,"West Roxbury, Boston, MA",1.0,1.0,1,83,4,2,2,8,45,7,4
284000,"West Roxbury, Boston, MA",1.0,1.0,1,83,4,2,2,8,47,7,5
342400,"West Roxbury, Boston, MA",2.0,0.0,1,83,4,2,2,8,47,7,5
347200,"West Roxbury, Boston, MA",2.0,0.0,1,83,4,2,2,8,42,6,4
346400,"West Roxbury, West Roxbury, MA",2.0,2.0,1,83,4,2,2,8,48,8,5
384000,"West Roxbury, West Roxbury, MA",3.0,1.0,1,83,3,2,2,7,62,14,9
431200,"West Roxbury, West Roxbury, MA",4.0,2.0,1,83,0,0,0,0,59,13,7
431200,"West Roxbury, West Roxbury, MA",4.0,2.0,1,83,0,0,0,0,59,13,7
296000,"West Roxbury, Chestnut Hill, MA",2.0,1.0,1,77,3,3,3,9,18,3,2
288000,"West Roxbury, Boston, MA",2.0,1.0,1,83,5,7,7,19,58,8,6
296000,"West Roxbury, Chestnut Hill, MA",2.0,1.0,1,77,3,3,3,9,18,3,2
280000,"West Roxbury, Chestnut Hill, MA",2.0,1.0,1,77,2,2,2,6,25,4,2
256000,"West Roxbury, West Roxbury, MA",1.0,1.0,1,83,5,4,0,9,59,13,7
327040,"West Roxbury, West Roxbury, MA",2.0,1.0,1,83,3,2,2,7,34,6,3
271200,"West Roxbury, West Roxbury, MA",1.0,1.0,1,83,0,0,0,0,59,12,6
334240,"West Roxbury, West Roxbury, MA",2.0,1.0,1,83,4,2,2,8,34,6,3
352000,"West Roxbury, Boston, MA",2.0,1.0,1,83,3,2,0,5,63,14,9
312000,"West Roxbury, Chestnut Hill, MA",1.0,1.0,1,77,3,3,3,9,28,5,3
288000,"West Roxbury, Chestnut Hill, MA",1.0,1.0,1,77,3,3,3,9,12,3,1
320000,"West Roxbury, Boston, MA",1.0,1.0,1,77,3,3,3,9,28,5,3
456000,"West Roxbury, West Roxbury, MA",4.0,2.0,1,83,0,0,0,0,59,13,7
352000,"West Roxbury, Boston, MA",2.0,1.0,1,83,1,0,0,1,51,10,5
472000,"West Roxbury, West Roxbury, MA",3.0,1.5,1,83,1,1,1,3,67,15,15
336000,"West Roxbury, Boston, MA",2.0,1.0,1,83,0,1,1,2,62,12,7
352000,"West Roxbury, Boston, MA",2.0,1.0,1,83,3,5,5,13,59,10,7
472000,"West Roxbury, Boston, MA",3.0,1.0,1,83,3,2,0,5,62,13,9
488000,"West Roxbury, West Roxbury, MA",3.0,1.5,1,83,1,1,1,3,48,6,5
416000,"West Roxbury, Boston, MA",2.0,2.0,1,83,3,3,3,9,12,3,1
416000,"West Roxbury, West Roxbury, MA",2.0,2.0,1,83,4,2,2,8,46,8,4
291040,"West Roxbury, West Roxbury, MA",1.0,1.0,1,83,4,2,2,8,35,6,3
287200,"West Roxbury, West Roxbury, MA",1.0,1.0,1,83,5,7,7,19,59,8,6
447040,"West Roxbury, West Roxbury, MA",2.0,1.0,1,83,2,2,2,6,43,7,7
288000,"West Roxbury, Newton, MA",1.0,1.0,1,77,3,3,3,9,12,3,1
456000,"West Roxbury, Chestnut Hill, MA",2.0,1.0,1,77,2,2,2,6,34,5,4
344000,"West Roxbury, West Roxbury, MA",2.0,1.5,1,83,4,2,2,8,34,6,3
528000,"West Roxbury, West Roxbury, MA",2.0,2.0,1,83,1,2,2,5,42,6,3
492640,"West Roxbury, West Roxbury, MA",2.0,1.5,1,83,1,1,1,3,43,7,7
488000,"West Roxbury, West Roxbury, MA",2.0,1.5,1,83,2,2,2,6,43,7,7
352000,"West Roxbury, Boston, MA",2.0,2.0,1,83,4,6,6,16,59,8,6
440000,"West Roxbury, Boston, MA",2.0,2.0,1,83,3,5,5,13,57,9,6
400000,"West Roxbury, Boston, MA",2.0,2.0,1,83,0,0,0,0,71,16,9
164000,"West Roxbury, West Roxbury, MA",2.0,2.0,1,83,1,2,2,5,49,6,5
392000,"West Roxbury, Boston, MA",3.0,1.0,1,20,2,2,2,6,15,3,0
344000,"West Roxbury, West Roxbury, MA",3.0,1.0,1,83,4,5,5,14,60,9,6
376000,"West Roxbury, West Roxbury, MA",3.0,1.0,1,83,2,1,1,4,79,16,15
328000,"West Roxbury, Boston, MA",2.0,1.0,1,83,2,2,2,6,25,4,2
400000,"West Roxbury, West Roxbury, MA",3.0,1.0,1,83,3,2,2,7,62,14,9
352000,"West Roxbury, Boston, MA",3.0,1.0,1,83,3,5,5,13,60,12,7
408000,"West Roxbury, Boston, MA",3.0,1.0,1,83,2,0,0,2,55,9,5
155200,"West Roxbury, West Roxbury, MA",3.0,1.0,1,83,1,1,0,2,48,6,5
432000,"West Roxbury, Boston, MA",3.0,1.0,1,20,2,2,2,6,15,3,0
320000,"West Roxbury, West Roxbury, MA",2.0,1.0,1,83,3,5,5,13,54,9,6
328000,"West Roxbury, Boston, MA",2.0,1.0,1,83,5,6,6,17,56,8,6
324000,"West Roxbury, West Roxbury, MA",2.0,1.0,1,83,2,1,1,4,43,9,2
324000,"West Roxbury, West Roxbury, MA",2.0,1.0,1,83,2,1,1,4,43,9,2
140000,"West Roxbury, West Roxbury, MA",3.0,1.0,1,83,2,1,1,4,58,6,10
128000,"West Roxbury, West Roxbury, MA",3.0,3.0,1,83,1,1,1,3,61,11,7
296000,"West Roxbury, Chestnut Hill, MA",2.0,1.0,1,77,3,3,3,9,18,3,2
316000,"West Roxbury, Boston, MA",2.0,1.0,1,83,2,1,1,4,43,9,2
312000,"West Roxbury, Boston, MA",2.0,1.0,1,77,3,3,3,9,19,4,2
152000,"West Roxbury, West Roxbury, MA",1.0,2.0,1,83,2,3,3,8,57,8,6
316000,"West Roxbury, West Roxbury, MA",2.0,1.0,1,83,2,1,1,4,43,9,2
272000,"West Roxbury, Boston, MA",1.0,1.0,1,83,2,2,2,6,25,4,2
324000,"West Roxbury, West Roxbury, MA",2.0,1.0,1,83,2,1,1,4,43,9,2
504000,"West Roxbury, West Roxbury, MA",2.0,1.0,1,83,3,5,5,13,62,8,6
352000,"West Roxbury, West Roxbury, MA",2.0,1.0,1,83,1,0,0,1,51,10,5
320000,"West Roxbury, Boston, MA",2.0,1.0,1,83,4,2,2,8,49,9,5
392000,"West Roxbury, Chestnut Hill, MA",1.0,1.5,1,77,2,2,2,6,38,5,6
439200,"West Roxbury, West Roxbury, MA",3.0,1.0,1,83,3,2,0,5,61,13,8
460000,"West Roxbury, West Roxbury, MA",3.0,1.0,1,83,3,2,0,5,61,13,8
280000,"West Roxbury, Chestnut Hill, MA",1.0,1.0,1,77,3,3,3,9,28,5,3
352000,"West Roxbury, Boston, MA",2.0,1.0,1,83,1,2,2,5,51,6,5
280000,"West Roxbury, Chestnut Hill, MA",1.0,1.0,1,77,2,2,2,6,21,3,2
436800,"West Roxbury, West Roxbury, MA",4.0,1.5,1,83,3,5,5,13,65,8,6
560000,"West Roxbury, Boston, MA",5.0,2.0,1,83,3,2,2,7,77,16,15
256000,"West Roxbury, Boston, MA",1.0,1.0,1,83,4,5,5,14,59,9,6
256000,"West Roxbury, West Roxbury, MA",1.0,1.0,1,83,1,1,1,3,45,7,5
336000,"West Roxbury, Boston, MA",2.0,1.0,1,83,3,2,0,5,76,17,13
288000,"West Roxbury, Chestnut Hill, MA",1.0,1.0,1,77,3,3,3,9,28,5,3
480000,"West Roxbury, Boston, MA",3.0,1.0,1,20,2,2,2,6,15,3,0
347200,"West Roxbury, West Roxbury, MA",2.0,1.0,1,83,4,2,2,8,42,6,4
436000,"West Roxbury, West Roxbury, MA",4.0,2.0,1,83,0,0,0,0,59,12,6
456000,"West Roxbury, West Roxbury, MA",4.0,2.0,1,83,0,0,0,0,59,13,7
320000,"West Roxbury, Boston, MA",2.0,1.0,1,83,5,6,6,17,56,8,6
376000,"West Roxbury, West Roxbury, MA",2.0,1.0,1,83,1,1,1,3,45,7,5
792000,"West Roxbury, Newton, MA",4.0,4.0,1,77,1,1,1,3,58,13,13
280000,"West Roxbury, Chestnut Hill, MA",1.0,1.0,1,77,2,2,2,6,31,4,3
447200,"West Roxbury, West Roxbury, MA",3.0,1.0,1,83,3,2,0,5,61,15,8
400000,"West Roxbury, West Roxbury, MA",2.0,1.0,1,83,3,2,2,7,62,14,9
480000,"West Roxbury, West Roxbury, MA",3.0,1.5,1,83,1,1,1,3,67,15,15
480000,"West Roxbury, West Roxbury, MA",3.0,1.5,1,83,1,1,1,3,67,15,15
320000,"West Roxbury, Boston, MA",2.0,1.5,1,83,2,1,1,4,55,6,10
335200,"West Roxbury, West Roxbury, MA",2.0,1.0,1,83,4,2,2,8,47,7,5
336000,"West Roxbury, West Roxbury, MA",2.0,1.0,1,83,4,2,2,8,34,6,3
512000,"West Roxbury, Boston, MA",4.0,1.0,1,20,2,2,2,6,15,3,0
280000,"West Roxbury, West Roxbury, MA",1.0,1.0,1,83,2,0,0,2,55,9,5
268000,"West Roxbury, Boston, MA",1.0,1.0,1,83,3,5,5,13,59,10,7
380000,"West Roxbury, Chestnut Hill, MA",1.0,1.0,1,77,2,2,2,6,34,5,4
560000,"West Roxbury, Boston, MA",2.0,1.0,1,83,1,1,0,2,46,8,4
384000,"West Roxbury, Newton, MA",2.0,2.0,1,77,3,3,3,9,25,3,2
284000,"West Roxbury, West Roxbury, MA",1.0,1.0,1,83,2,1,1,4,43,9,2
372800,"West Roxbury, Chestnut Hill, MA",1.0,1.0,1,77,2,2,2,6,38,5,6
460000,"West Roxbury, Chestnut Hill, MA",2.0,1.0,1,77,2,2,2,6,38,5,6
528000,"West Roxbury, Boston, MA",4.0,1.5,1,83,5,5,5,15,75,16,15
280000,"West Roxbury, Boston, MA",1.0,1.0,1,83,2,1,1,4,43,9,2
472000,"West Roxbury, Chestnut Hill, MA",2.0,1.0,1,77,2,2,2,6,38,5,6
560960,"West Roxbury, Boston, MA",3.0,2.0,1,83,4,6,6,16,59,8,6
400000,"West Roxbury, West Roxbury, MA",2.0,2.0,1,83,3,2,2,7,45,9,2
336000,"West Roxbury, Boston, MA",1.0,1.0,1,21,3,5,5,13,62,8,6
592000,"West Roxbury, Boston, MA",1.0,1.0,1,28,3,2,2,7,75,17,16
404000,"West Roxbury, Chestnut Hill, MA",2.0,1.5,1,77,2,2,2,6,42,5,7
400000,"West Roxbury, West Roxbury, MA",2.0,2.0,1,83,0,1,3,4,51,6,5
488000,"West Roxbury, Boston, MA",2.0,1.5,1,83,1,1,1,3,44,9,7
404000,"West Roxbury, Chestnut Hill, MA",1.0,1.0,1,77,2,2,2,6,36,5,4
652640,"West Roxbury, Boston, MA",3.0,2.0,1,83,4,6,6,16,59,8,6
400000,"West Roxbury, West Roxbury, MA",1.0,1.0,1,83,3,2,0,5,78,18,16
320000,"West Roxbury, West Roxbury, MA",1.0,1.0,1,83,5,2,2,9,45,9,5
404000,"West Roxbury, Chestnut Hill, MA",1.0,1.0,1,77,2,2,2,6,38,5,6
640000,"West Roxbury, Boston, MA",3.0,2.0,1,20,2,2,2,6,15,3,0
284000,"West Roxbury, West Roxbury, MA",1.0,1.0,1,83,4,2,2,8,44,7,4
456000,"West Roxbury, Boston, MA",2.0,2.0,1,83,0,1,3,4,49,6,5
456000,"West Roxbury, West Roxbury, MA",2.0,2.0,1,83,2,2,2,6,43,7,7
404000,"West Roxbury, Chestnut Hill, MA",1.0,1.0,1,77,2,2,2,6,42,5,7
512000,"West Roxbury, Boston, MA",3.0,2.0,1,83,2,3,3,8,53,7,4
512000,"West Roxbury, Boston, MA",2.0,2.0,1,83,3,2,0,5,78,18,16
400000,"West Roxbury, Boston, MA",2.0,2.0,1,83,3,2,2,7,45,9,2
424000,"West Roxbury, Chestnut Hill, MA",2.0,1.5,1,77,2,2,2,6,38,5,6
488000,"West Roxbury, Chestnut Hill, MA",2.0,1.5,1,77,2,2,2,6,42,6,7
496000,"West Roxbury, Chestnut Hill, MA",2.0,1.5,1,77,2,2,2,6,38,5,6
304000,"Hyde Park, Boston, MA",2.0,1.0,1,21,4,4,4,12,38,8,3
292000,"Hyde Park, Boston, MA",1.0,1.0,1,21,4,4,4,12,38,8,3
276000,"Hyde Park, Boston, MA",1.0,1.0,1,21,4,4,4,12,38,8,3
384000,"Hyde Park, Boston, MA",3.0,1.0,1,76,4,3,3,10,36,9,3
496000,"Hyde Park, Boston, MA",4.0,1.0,1,76,1,1,1,3,47,7,3
296000,"Hyde Park, Boston, MA",2.0,1.0,1,76,6,4,4,14,35,8,3
420000,"Hyde Park, Boston, MA",3.0,1.0,1,76,3,3,3,9,16,6,2
416000,"Hyde Park, Boston, MA",3.0,1.0,1,76,1,0,4,5,52,11,4
288000,"Hyde Park, Boston, MA",1.0,1.0,1,21,4,4,4,12,38,8,3
144000,"Hyde Park, Boston, MA",1.0,0.0,1,76,4,3,3,10,36,9,3
136000,"Hyde Park, Boston, MA",1.0,0.0,1,76,2,2,2,6,48,9,3
136000,"Hyde Park, Boston, MA",1.0,0.0,1,76,2,2,2,6,48,9,3
312000,"Hyde Park, Hyde Park, MA",2.0,1.0,1,76,3,1,1,5,40,8,3
320000,"Hyde Park, Hyde Park, MA",2.0,1.0,1,76,1,1,1,3,51,10,4
296000,"Hyde Park, Hyde Park, MA",2.0,1.0,1,76,4,4,4,12,37,7,3
288000,"Hyde Park, Boston, MA",1.0,1.0,2,76,2,0,1,3,43,10,3
392000,"Hyde Park, Hyde Park, MA",3.0,1.0,1,76,1,0,3,4,58,13,5
304000,"Hyde Park, Boston, MA",2.0,1.0,1,76,6,4,4,14,37,8,3
367840,"Hyde Park, Boston, MA",3.0,1.0,1,76,1,0,1,2,51,11,3
336000,"Hyde Park, Boston, MA",2.0,1.0,1,76,2,2,2,6,11,6,2
479200,"Hyde Park, Boston, MA",2.0,1.0,1,20,5,3,3,11,38,9,3
512000,"Hyde Park, Boston, MA",4.0,1.5,1,76,3,1,1,5,35,8,3
528000,"Hyde Park, Boston, MA",3.0,1.0,1,20,5,3,3,11,38,9,3
384000,"Hyde Park, Boston, MA",2.0,2.0,1,76,4,2,2,8,39,8,3
416000,"Hyde Park, Boston, MA",1.0,1.0,1,21,2,2,2,6,36,7,4
244800,"Hyde Park, Hyde Park, MA",1.0,1.0,1,76,2,1,0,3,69,17,11
304000,"Hyde Park, Hyde Park, MA",2.0,1.0,1,76,6,4,4,14,37,8,3
296000,"Hyde Park, Hyde Park, MA",2.0,1.0,1,76,1,0,1,2,74,19,9
296000,"Hyde Park, Boston, MA",2.0,1.0,1,76,1,0,1,2,59,13,4
336000,"Hyde Park, Boston, MA",3.0,1.0,1,76,4,3,3,10,37,7,4
352000,"Hyde Park, Hyde Park, MA",2.0,1.0,1,76,1,0,4,5,50,9,4
312000,"Hyde Park, Boston, MA",2.0,1.0,1,76,3,1,1,5,41,8,3
320000,"Hyde Park, Boston, MA",1.0,1.0,1,76,5,3,3,11,40,7,4
