Sale,Area,Bed,Bath,Crime_Rate,Car_Commute_Percentage,Elemenatary_School,Middle_School,High_School,Total_School,Restaurant,Grocery,Nightlife
352000,"East Boston, Boston, MA",3.0,1.0,3,41,6,3,3,12,182,39,40
368000,"East Boston, Boston, MA",3.0,1.0,2,41,8,4,0,12,285,38,99
288000,"East Boston, Boston, MA",2.0,1.0,4,41,5,2,0,7,439,61,181
431200,"East Boston, Boston, MA",4.0,1.0,1,41,4,3,3,10,345,46,140
288000,"East Boston, Boston, MA",2.0,1.0,2,41,6,3,3,12,198,34,56
480000,"East Boston, Boston, MA",4.0,1.0,1,41,5,3,3,11,284,36,104
344000,"East Boston, Boston, MA",3.0,1.0,2,41,6,3,3,12,182,39,40
296000,"East Boston, Boston, MA",2.0,1.0,1,41,3,2,2,7,282,40,110
304000,"East Boston, Boston, MA",2.0,1.0,4,41,6,3,3,12,258,43,73
312000,"East Boston, Boston, MA",2.0,1.0,1,41,2,2,2,6,124,22,22
319200,"East Boston, Boston, MA",3.0,1.0,2,41,7,4,0,11,274,38,92
312000,"East Boston, East Boston, MA",2.0,1.0,1,41,5,3,3,11,256,36,85
400000,"East Boston, Boston, MA",3.0,1.0,3,41,6,3,3,12,205,34,59
384000,"East Boston, Boston, MA",3.0,1.0,2,41,4,3,3,10,446,62,179
480000,"East Boston, Boston, MA",4.0,1.0,1,41,7,4,4,15,226,35,61
400000,"East Boston, Boston, MA",3.0,1.0,2,41,6,3,3,12,199,31,56
400000,"East Boston, Boston, MA",3.0,1.0,2,41,2,0,2,4,214,38,57
392000,"East Boston, Boston, MA",3.0,1.0,2,41,4,2,2,8,210,36,56
400000,"East Boston, Boston, MA",3.0,1.0,3,41,6,3,3,12,198,34,56
384000,"East Boston, Boston, MA",3.0,1.0,2,41,4,3,3,10,446,62,179
384000,"East Boston, Boston, MA",3.0,1.0,2,41,4,2,2,8,164,45,32
479200,"East Boston, Boston, MA",4.0,1.0,1,41,4,2,2,8,65,7,11
479200,"East Boston, Boston, MA",4.0,1.0,1,41,2,2,2,6,145,24,27
432000,"East Boston, Boston, MA",4.0,1.0,2,41,4,3,3,10,467,62,189
384000,"East Boston, Boston, MA",3.0,1.0,1,41,5,3,3,11,284,38,105
384000,"East Boston, Boston, MA",3.0,1.0,1,41,5,3,3,11,284,36,104
576000,"East Boston, Boston, MA",5.0,1.0,2,41,6,3,3,12,205,39,56
320000,"East Boston, Boston, MA",2.0,1.0,2,41,6,3,3,12,201,34,57
448000,"East Boston, Boston, MA",4.0,1.0,1,41,2,2,2,6,121,20,24
392000,"East Boston, East Boston, MA",3.0,1.0,1,41,4,3,3,10,345,46,140
416000,"East Boston, Boston, MA",3.0,1.0,2,41,4,3,3,10,551,67,215
404000,"East Boston, Boston, MA",3.0,1.0,1,41,4,3,3,10,306,39,119
412000,"East Boston, Boston, MA",3.0,1.0,1,41,4,3,3,10,421,62,164
416000,"East Boston, Boston, MA",3.0,1.0,1,41,5,3,3,11,284,36,104
416000,"East Boston, Boston, MA",3.0,1.0,1,41,5,3,3,11,284,36,104
236000,"East Boston, Boston, MA",1.0,1.0,3,41,7,4,0,11,254,38,78
448000,"East Boston, Boston, MA",4.0,1.0,1,41,2,2,2,6,93,14,17
440000,"East Boston, Boston, MA",4.0,1.0,1,41,4,3,3,10,421,62,164
448000,"East Boston, Boston, MA",4.0,1.0,2,41,4,2,2,8,164,45,32
352000,"East Boston, Boston, MA",2.0,1.0,1,41,3,2,2,7,225,33,77
512000,"East Boston, Boston, MA",4.0,1.0,1,41,4,2,2,8,65,7,11
512000,"East Boston, Boston, MA",4.0,1.0,1,41,2,0,2,4,167,38,34
512000,"East Boston, Boston, MA",4.0,1.0,1,41,5,2,2,9,163,38,32
512000,"East Boston, Boston, MA",4.0,1.0,1,41,4,2,2,8,63,8,11
512000,"East Boston, Boston, MA",4.0,1.0,2,41,4,2,2,8,164,45,32
496000,"East Boston, Boston, MA",4.0,1.0,1,41,4,2,2,8,65,7,11
492000,"East Boston, Boston, MA",4.0,1.0,1,41,2,0,0,2,48,8,10
400000,"East Boston, East Boston, MA",3.0,1.0,2,41,6,3,3,12,198,34,56
480000,"East Boston, Boston, MA",4.0,1.0,1,41,5,3,3,11,284,36,104
352000,"East Boston, Boston, MA",2.0,1.0,2,41,4,3,3,10,551,67,215
352000,"East Boston, Boston, MA",2.0,1.0,2,41,4,1,1,6,196,32,55
336000,"East Boston, Boston, MA",2.0,1.0,1,41,3,2,2,7,342,43,142
352000,"East Boston, Boston, MA",2.0,1.0,4,41,6,3,3,12,258,43,73
512000,"East Boston, Boston, MA",4.0,1.0,2,41,6,3,3,12,200,35,53
512000,"East Boston, Boston, MA",4.0,1.0,1,41,5,3,3,11,284,36,104
480000,"East Boston, Boston, MA",4.0,2.0,2,41,6,3,3,12,203,33,57
584000,"East Boston, Boston, MA",5.0,1.5,1,41,2,2,2,6,89,14,17
512000,"East Boston, Boston, MA",4.0,1.0,1,41,2,2,2,6,93,15,16
351200,"East Boston, Boston, MA",2.0,1.0,1,41,5,3,3,11,422,59,169
480000,"East Boston, Boston, MA",4.0,2.5,1,41,3,2,2,7,289,42,111
480000,"East Boston, Boston, MA",4.0,2.5,1,41,3,2,2,7,289,42,111
368000,"East Boston, Boston, MA",2.0,1.0,1,41,5,3,3,11,422,59,169
416000,"East Boston, Boston, MA",3.0,1.0,1,41,3,0,2,5,198,33,54
352000,"East Boston, East Boston, MA",2.0,1.0,1,41,4,3,3,10,361,49,148
264000,"East Boston, Boston, MA",1.0,1.0,3,41,6,3,3,12,205,34,59
420400,"East Boston, East Boston, MA",3.0,1.0,1,41,3,2,2,7,88,14,15
448000,"East Boston, Boston, MA",2.0,1.0,4,41,4,2,0,6,511,66,210
368000,"East Boston, Boston, MA",2.0,1.0,1,41,2,2,2,6,150,28,30
344000,"East Boston, Boston, MA",2.0,1.0,1,41,4,2,2,8,210,36,56
352000,"East Boston, Boston, MA",2.0,1.0,2,41,3,0,2,5,203,36,53
420000,"East Boston, Boston, MA",3.0,2.0,1,41,4,2,2,8,162,38,32
384000,"East Boston, Boston, MA",2.0,1.0,1,41,5,3,3,11,422,59,169
376000,"East Boston, Boston, MA",2.0,1.0,1,41,4,2,2,8,65,7,11
384000,"East Boston, Boston, MA",2.0,1.0,1,41,3,2,2,7,498,72,194
384000,"East Boston, Boston, MA",2.0,1.0,1,41,5,3,3,11,261,35,88
656000,"East Boston, Boston, MA",5.0,2.0,2,41,3,0,2,5,204,35,55
456000,"East Boston, Boston, MA",3.0,1.0,1,41,2,2,2,6,117,20,21
139200,"East Boston, Boston, MA",1.0,1.0,4,41,5,3,3,11,283,47,88
288000,"East Boston, Boston, MA",1.0,1.0,4,41,5,2,0,7,331,56,124
280000,"East Boston, Boston, MA",1.0,1.0,2,41,4,2,2,8,210,36,56
284000,"East Boston, Boston, MA",1.0,1.0,1,41,2,0,0,2,55,8,10
280000,"East Boston, Boston, MA",1.0,1.0,1,41,5,3,3,11,422,59,169
544000,"East Boston, Boston, MA",4.0,1.0,4,41,7,4,0,11,302,44,97
544000,"East Boston, Boston, MA",4.0,1.0,1,41,4,3,3,10,313,43,121
368000,"East Boston, Boston, MA",2.0,1.0,4,41,6,3,3,12,238,35,67
463200,"East Boston, Boston, MA",3.0,1.0,2,41,6,3,3,12,223,36,61
352000,"East Boston, Boston, MA",2.0,2.0,1,41,5,3,3,11,261,35,88
480000,"East Boston, Boston, MA",3.0,1.0,1,41,5,3,3,11,284,36,104
296000,"East Boston, Boston, MA",1.0,1.0,1,41,3,2,2,7,70,10,15
304000,"East Boston, Boston, MA",1.0,1.0,2,41,5,3,3,11,444,59,179
448000,"East Boston, Boston, MA",3.0,1.0,1,41,4,3,3,10,361,49,148
448000,"East Boston, Boston, MA",3.0,1.0,4,41,7,4,0,11,331,64,110
428000,"East Boston, Boston, MA",3.0,1.0,1,41,5,3,3,11,422,59,169
429600,"East Boston, Boston, MA",3.0,1.0,3,41,6,3,3,12,215,41,56
448000,"East Boston, Boston, MA",3.0,1.0,2,41,6,3,3,12,200,35,53
536000,"East Boston, Boston, MA",4.0,1.0,1,41,5,3,3,11,313,43,121
528000,"East Boston, Boston, MA",4.0,2.0,1,41,4,2,2,8,63,8,11
544000,"East Boston, Boston, MA",4.0,1.0,2,41,6,3,3,12,204,32,59
560000,"East Boston, Boston, MA",4.0,1.0,1,41,6,3,3,12,204,32,59
432000,"East Boston, Boston, MA",3.0,1.0,2,41,6,3,3,12,200,35,53
432000,"East Boston, Boston, MA",3.0,1.0,4,41,4,2,0,6,465,63,193
479200,"East Boston, Boston, MA",3.0,1.0,2,41,4,1,1,6,199,31,56
376000,"East Boston, Boston, MA",2.0,1.0,1,41,5,3,3,11,422,59,169
504000,"East Boston, Boston, MA",3.0,1.0,2,41,7,4,0,11,285,38,99
504000,"East Boston, Boston, MA",3.0,1.0,2,41,7,4,0,11,285,38,99
496000,"East Boston, Boston, MA",3.0,1.0,2,41,5,2,2,9,167,43,32
456000,"East Boston, East Boston, MA",3.0,1.0,1,41,3,0,1,4,199,31,53
352000,"East Boston, East Boston, MA",2.0,1.5,1,41,5,3,3,11,284,38,105
432000,"East Boston, Boston, MA",3.0,1.0,1,41,6,3,3,12,204,32,59
464000,"East Boston, Boston, MA",3.0,1.0,1,41,2,2,2,6,141,24,26
592000,"East Boston, East Boston, MA",6.0,2.5,1,41,3,2,2,7,289,42,111
800000,"East Boston, Boston, MA",5.0,2.0,2,41,4,3,3,10,501,64,203
575200,"East Boston, Boston, MA",4.0,1.5,3,41,5,2,2,9,164,37,36
416000,"East Boston, Boston, MA",2.0,1.0,4,41,4,2,0,6,439,59,178
720000,"East Boston, Boston, MA",5.0,3.0,1,41,4,1,1,6,54,9,9
512000,"East Boston, Boston, MA",3.0,1.0,2,41,4,1,1,6,199,31,56
584000,"East Boston, Boston, MA",4.0,2.0,2,41,7,4,0,11,225,32,69
400000,"East Boston, Boston, MA",2.0,1.0,4,41,4,2,0,6,439,59,178
428000,"East Boston, Boston, MA",2.0,1.0,4,41,6,3,3,12,248,42,70
416000,"East Boston, Boston, MA",2.0,1.0,2,41,7,4,0,11,225,32,69
416000,"East Boston, Boston, MA",2.0,1.0,3,41,6,4,0,10,406,64,163
416000,"East Boston, Boston, MA",2.0,1.0,2,41,6,3,3,12,205,39,56
440000,"East Boston, Boston, MA",3.0,1.0,2,41,6,3,3,12,215,33,59
400000,"East Boston, Boston, MA",2.0,1.0,3,41,6,4,0,10,406,64,163
400000,"East Boston, Boston, MA",2.0,1.0,2,41,5,3,3,11,444,59,179
400000,"East Boston, Boston, MA",2.0,1.0,4,41,4,2,0,6,465,63,193
432000,"East Boston, Boston, MA",3.0,1.0,4,41,5,2,0,7,409,58,166
432000,"East Boston, Boston, MA",2.0,1.0,4,41,6,3,3,12,248,42,70
800000,"East Boston, Boston, MA",5.0,3.0,4,41,7,4,4,15,303,46,94
528000,"East Boston, Boston, MA",3.0,2.0,2,41,5,2,2,9,167,43,32
536000,"East Boston, Boston, MA",3.0,2.0,4,41,4,2,0,6,383,58,153
560000,"East Boston, Boston, MA",3.0,2.0,2,41,5,2,0,7,472,62,194
591200,"East Boston, Boston, MA",3.0,2.0,4,41,6,3,3,12,248,42,70
588000,"East Boston, Boston, MA",3.0,2.0,4,41,6,3,3,12,248,42,70
384000,"East Boston, Boston, MA",2.0,1.0,4,41,4,2,0,6,409,58,166
320000,"East Boston, Boston, MA",1.0,1.0,3,41,5,2,2,9,199,37,53
608000,"East Boston, Boston, MA",3.0,2.0,2,41,4,3,3,10,501,64,203
320000,"East Boston, Boston, MA",1.0,1.0,2,41,6,3,3,12,201,34,57
559840,"East Boston, Boston, MA",2.0,1.0,1,41,3,2,0,5,587,71,233
568000,"East Boston, Boston, MA",2.0,2.0,1,41,2,2,2,6,535,73,216
575200,"East Boston, Boston, MA",3.0,2.0,4,41,6,3,3,12,248,42,70
576000,"East Boston, Boston, MA",3.0,2.0,2,41,4,3,3,10,501,64,203
352000,"East Boston, Boston, MA",1.0,1.0,2,41,3,0,2,5,213,38,57
648000,"East Boston, Boston, MA",6.0,2.0,4,41,6,3,3,12,258,43,73
444000,"East Boston, Boston, MA",2.0,1.0,4,41,6,3,3,12,248,42,70
448000,"East Boston, Boston, MA",2.0,1.0,4,41,6,3,3,12,248,42,70
512000,"East Boston, Boston, MA",3.0,2.0,3,41,6,3,3,12,248,42,70
384000,"East Boston, Boston, MA",2.0,2.0,2,41,8,4,0,12,285,38,99
720000,"East Boston, Boston, MA",5.0,3.0,2,41,6,3,3,12,201,34,54
367200,"East Boston, Boston, MA",1.0,1.0,2,41,6,3,3,12,223,36,61
607200,"East Boston, Boston, MA",3.0,2.0,4,41,6,3,3,12,248,42,70
620000,"East Boston, Boston, MA",3.0,2.0,4,41,6,3,3,12,248,42,70
496000,"East Boston, Boston, MA",3.0,2.0,3,41,5,2,2,9,167,43,32
240000,"Charlestown, Boston, MA",1.0,1.0,1,56,1,2,2,5,297,44,99
352000,"Charlestown, Boston, MA",2.0,1.0,1,56,1,2,2,5,270,43,91
480000,"Charlestown, Boston, MA",3.0,1.0,3,56,2,3,3,8,426,64,146
336000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,361,64,123
679440,"Charlestown, Charlestown, MA",3.0,2.0,1,56,2,2,2,6,225,46,68
560000,"Charlestown, Boston, MA",3.0,2.0,1,56,2,2,2,6,281,37,97
672000,"Charlestown, Charlestown, MA",4.0,2.0,1,56,2,2,2,6,225,46,68
400000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,281,37,97
736000,"Charlestown, Boston, MA",4.0,2.0,1,56,2,2,2,6,225,46,68
502800,"Charlestown, Boston, MA",2.0,2.0,1,56,1,2,2,5,270,38,99
416000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,543,76,190
536000,"Charlestown, Boston, MA",1.0,1.0,1,56,1,1,1,3,408,67,148
356000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,1,1,1,3,416,67,148
586000,"Charlestown, Charlestown, MA",3.0,2.0,1,56,1,2,2,5,220,41,66
240000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,1,2,2,5,297,44,99
312000,"Charlestown, Boston, MA",2.0,1.0,3,56,2,2,2,6,307,67,108
352000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,2,6,427,68,150
344000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,2,6,233,34,83
424000,"Charlestown, Boston, MA",3.0,1.0,1,56,2,2,2,6,245,38,82
367200,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,2,6,281,37,97
448000,"Charlestown, Charlestown, MA",3.0,1.0,2,56,2,2,2,6,459,69,161
504000,"Charlestown, Charlestown, MA",3.0,1.0,1,56,2,2,2,6,409,62,135
280000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,2,3,3,8,511,74,181
440000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,2,6,276,43,94
400000,"Charlestown, Boston, MA",2.0,1.0,1,56,1,2,2,5,258,38,93
440000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,2,6,276,43,94
416000,"Charlestown, Boston, MA",2.0,1.0,1,56,2,2,2,6,376,64,125
440000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,2,6,369,65,123
440000,"Charlestown, Boston, MA",2.0,1.0,1,56,2,2,2,6,369,65,123
480000,"Charlestown, Charlestown, MA",3.0,2.0,1,56,1,2,2,5,237,37,82
528000,"Charlestown, Charlestown, MA",3.0,2.0,1,56,2,2,2,6,358,66,123
672000,"Charlestown, Boston, MA",4.0,2.0,1,56,2,2,2,6,225,46,68
544000,"Charlestown, Charlestown, MA",3.0,2.0,1,56,2,2,2,6,323,54,105
360000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,2,2,2,6,205,30,74
448000,"Charlestown, Charlestown, MA",2.0,2.0,1,56,2,2,2,6,348,64,112
448000,"Charlestown, Charlestown, MA",2.0,1.5,1,56,1,2,2,5,258,38,93
672000,"Charlestown, Boston, MA",4.0,2.0,1,56,2,2,2,6,225,46,68
400000,"Charlestown, Boston, MA",2.0,1.0,1,56,2,2,2,6,336,62,113
672000,"Charlestown, Charlestown, MA",4.0,2.0,1,56,2,2,2,6,225,46,68
480000,"Charlestown, Boston, MA",2.0,1.0,2,56,1,2,2,5,258,38,93
464000,"Charlestown, Boston, MA",3.0,2.0,1,56,2,2,2,6,294,38,99
464000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,2,6,502,75,181
424000,"Charlestown, Boston, MA",2.0,1.0,3,56,2,2,2,6,459,69,161
424000,"Charlestown, Boston, MA",2.0,1.0,1,56,1,2,2,5,192,32,50
432000,"Charlestown, Boston, MA",2.0,1.0,1,56,2,2,2,6,323,54,105
464000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,1,1,1,3,342,68,119
368000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,2,2,2,6,458,71,168
400000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,1,2,2,5,238,39,82
408000,"Charlestown, Charlestown, MA",1.0,1.5,1,56,2,2,2,6,376,64,125
480000,"Charlestown, Boston, MA",2.0,1.0,1,56,2,2,2,6,309,44,106
448000,"Charlestown, Boston, MA",2.0,1.0,1,56,1,2,2,5,237,37,82
472000,"Charlestown, Boston, MA",2.0,1.0,1,56,2,2,2,6,502,75,181
416000,"Charlestown, Boston, MA",2.0,1.5,1,56,2,2,2,6,534,78,191
736000,"Charlestown, Charlestown, MA",4.0,2.0,1,56,2,2,2,6,225,46,68
336000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,281,37,97
536000,"Charlestown, Boston, MA",3.0,2.0,2,56,2,2,2,6,333,58,110
736000,"Charlestown, Boston, MA",4.0,2.0,1,56,2,2,2,6,225,46,68
392000,"Charlestown, Boston, MA",1.0,1.0,2,56,2,2,2,6,262,37,87
570400,"Charlestown, Charlestown, MA",2.0,1.0,2,56,1,1,1,3,494,69,177
344000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,0,4,614,80,212
400000,"Charlestown, Charlestown, MA",3.0,2.5,1,56,2,2,2,6,418,68,148
368000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,309,44,106
384000,"Charlestown, Boston, MA",1.0,1.0,1,56,1,2,2,5,235,36,79
392000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,0,4,614,80,212
400000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,498,70,177
408000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,2,2,2,6,218,31,75
552000,"Charlestown, Boston, MA",2.0,2.0,1,20,2,3,3,8,511,74,181
456000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,2,3,3,8,595,77,207
576000,"Charlestown, Charlestown, MA",2.0,1.5,1,56,3,3,0,6,612,78,213
640000,"Charlestown, Charlestown, MA",2.0,1.5,1,56,2,2,2,6,534,78,191
720000,"Charlestown, Boston, MA",4.0,2.5,2,56,2,2,2,6,332,59,105
672000,"Charlestown, Boston, MA",2.0,2.0,1,56,1,2,2,5,210,35,61
720000,"Charlestown, Boston, MA",3.0,2.5,1,56,2,2,2,6,215,33,76
528000,"Charlestown, Charlestown, MA",1.0,1.0,2,56,1,1,1,3,494,69,177
639200,"Charlestown, Charlestown, MA",1.0,1.0,1,56,1,1,1,3,383,67,141
886400,"Charlestown, Charlestown, MA",2.0,2.0,2,56,1,1,1,3,494,69,177
956000,"Charlestown, Boston, MA",2.0,2.0,1,56,1,1,1,3,383,67,141
700800,"Charlestown, Boston, MA",2.0,2.0,1,56,1,1,1,3,383,67,141
644000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,1,1,1,3,383,67,141
820000,"Charlestown, Charlestown, MA",2.0,2.0,2,56,1,1,1,3,494,69,177
424000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,1,1,1,3,408,67,148
656000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,1,1,1,3,383,67,141
600000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,1,1,1,3,383,67,141
632800,"Charlestown, Charlestown, MA",1.0,1.0,1,56,1,1,1,3,383,67,141
792000,"Charlestown, Charlestown, MA",2.0,2.0,1,56,1,1,1,3,383,67,141
600000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,1,1,1,3,383,67,141
815360,"Charlestown, Charlestown, MA",2.0,2.0,1,56,1,1,1,3,530,74,203
604000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,1,1,1,3,383,67,141
400000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,3,3,8,462,68,166
408000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,1,1,1,3,408,67,148
736000,"Charlestown, Boston, MA",3.0,2.0,1,56,2,2,2,6,504,74,177
720000,"Charlestown, Boston, MA",3.0,2.0,1,56,2,3,3,8,462,68,166
1200000,"Charlestown, Boston, MA",3.0,3.0,1,56,1,2,2,5,210,35,61
560000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,1,1,1,3,515,72,204
928000,"Charlestown, Boston, MA",3.0,2.5,1,56,1,2,2,5,194,31,50
448000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,400,65,135
432000,"Charlestown, Boston, MA",1.0,1.0,1,56,1,1,1,3,408,67,148
448000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,511,75,182
576000,"Charlestown, Boston, MA",2.0,2.0,1,56,2,2,2,6,336,62,113
440000,"Charlestown, Boston, MA",1.0,1.0,1,56,1,1,1,3,408,67,148
640000,"Charlestown, Boston, MA",2.0,2.0,1,56,2,2,2,6,556,77,196
640000,"Charlestown, Boston, MA",2.0,2.0,1,56,2,1,0,3,621,81,218
1040000,"Charlestown, Boston, MA",3.0,2.5,1,56,3,4,4,11,602,77,210
464000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,479,71,175
480000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,400,65,135
672000,"Charlestown, Boston, MA",2.0,1.5,1,56,2,2,2,6,358,66,123
672000,"Charlestown, Boston, MA",2.0,1.5,1,56,2,2,2,6,534,78,191
592000,"Charlestown, Boston, MA",2.0,2.0,1,56,1,1,1,3,408,67,148
600000,"Charlestown, Boston, MA",2.0,2.0,1,56,2,2,2,6,323,54,105
736000,"Charlestown, Boston, MA",2.0,2.0,1,56,2,2,2,6,511,75,182
168000,"Charlestown, Charlestown, MA",1.0,1.5,1,56,1,2,2,5,261,40,91
432000,"Charlestown, Charlestown, MA",1.0,2.0,1,56,4,3,3,10,270,43,91
288000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,2,6,238,49,73
344000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,1,2,2,5,210,35,61
432000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,2,6,329,53,107
432000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,2,6,329,53,107
504000,"Charlestown, Charlestown, MA",3.0,1.0,3,56,2,3,3,8,426,64,146
456000,"Charlestown, Charlestown, MA",3.0,1.0,1,56,2,2,2,6,345,59,113
384000,"Charlestown, Charlestown, MA",2.0,1.0,2,56,2,2,2,6,333,58,110
528000,"Charlestown, Charlestown, MA",3.0,1.0,3,56,2,3,3,8,426,64,146
464000,"Charlestown, Boston, MA",3.0,1.0,1,56,2,2,2,6,329,53,107
368000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,2,6,324,53,103
360000,"Charlestown, Boston, MA",2.0,1.0,2,56,2,2,2,6,302,39,100
288000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,3,3,8,261,52,80
416000,"Charlestown, Boston, MA",2.0,1.0,1,56,1,2,2,5,258,41,86
376000,"Charlestown, Boston, MA",2.0,1.0,2,56,2,2,2,6,302,39,100
440000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,2,6,361,64,123
400000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,3,3,8,462,65,164
432000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,1,2,2,5,207,34,56
576000,"Charlestown, Charlestown, MA",3.0,1.0,1,56,2,2,2,6,564,78,200
448000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,2,6,427,68,150
440000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,2,6,361,64,123
440000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,2,6,361,64,123
288000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,2,2,2,6,418,68,148
304000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,2,2,2,6,361,64,123
392000,"Charlestown, Boston, MA",2.0,1.0,2,56,2,2,2,6,302,39,100
412000,"Charlestown, Boston, MA",2.0,1.0,1,56,2,2,2,6,376,64,125
480000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,1,2,2,5,207,34,56
480000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,1,2,2,5,194,31,50
448000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,1,2,2,5,237,37,82
288000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,2,2,2,6,348,64,112
528000,"Charlestown, Charlestown, MA",3.0,2.0,1,56,2,2,2,6,231,32,81
496000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,1,2,2,5,237,37,82
336000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,2,2,2,6,361,64,123
336000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,2,2,2,6,361,64,123
464000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,2,6,336,62,113
480000,"Charlestown, Charlestown, MA",3.0,2.0,1,56,1,2,2,5,237,37,82
480000,"Charlestown, Charlestown, MA",3.0,2.0,1,56,1,2,2,5,237,37,82
456000,"Charlestown, Charlestown, MA",2.0,2.0,1,56,2,2,2,6,245,38,82
496000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,1,2,2,5,199,31,54
512000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,0,4,589,79,206
672000,"Charlestown, Charlestown, MA",4.0,2.0,1,56,2,2,2,6,225,46,68
440000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,2,6,361,64,123
136000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,2,2,2,6,255,50,80
312000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,262,41,87
352000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,309,44,106
672000,"Charlestown, Boston, MA",4.0,2.0,1,56,2,2,2,6,225,46,68
480000,"Charlestown, Charlestown, MA",3.0,2.0,1,56,1,2,2,5,237,37,82
360000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,2,2,2,6,323,54,105
352000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,1,2,2,5,270,43,91
512000,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,2,6,543,76,190
360000,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,326,56,105
320000,"Charlestown, Boston, MA",1.0,1.0,1,56,1,2,2,5,214,37,70
592000,"Charlestown, Boston, MA",3.0,2.0,1,41,2,2,2,6,350,61,118
368000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,2,2,2,6,262,37,87
952000,"Charlestown, Charlestown, MA",7.0,2.5,1,56,2,2,2,6,506,76,183
336000,"Charlestown, Charlestown, MA",1.0,1.0,1,56,1,2,2,5,258,41,86
480000,"Charlestown, Charlestown, MA",2.0,2.0,1,56,2,2,2,6,333,58,110
192000,"Charlestown, Charlestown, MA",5.0,2.0,1,56,2,2,2,6,451,70,162
