Sale,Area,Bed,Bath,Crime_Rate,Car_Commute_Percentage,Elemenatary_School,Middle_School,High_School,Total_School,Restaurant,Grocery,Nightlife,Median Household Income by Area,Median Age by Area,Total Population by Area,Occupied by Area,Vacant by Area,Work Commute Short by Area,Work Commute Average by Area,Work Commute Long by Area,Compare Median Sale Price
408000,Charlestown,1.0,1.5,1,56,2,2,2,6,376,64,125,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
480000,Charlestown,2.0,1.0,1,56,2,2,2,6,309,44,106,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
448000,Charlestown,2.0,1.0,1,56,1,2,2,5,237,37,82,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
472000,Charlestown,2.0,1.0,1,56,2,2,2,6,502,75,181,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
416000,Charlestown,2.0,1.5,1,56,2,2,2,6,534,78,191,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
736000,Charlestown,4.0,2.0,1,56,2,2,2,6,225,46,68,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
336000,Charlestown,1.0,1.0,1,56,2,2,2,6,281,37,97,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
536000,Charlestown,3.0,2.0,2,56,2,2,2,6,333,58,110,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
736000,Charlestown,4.0,2.0,1,56,2,2,2,6,225,46,68,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
392000,Charlestown,1.0,1.0,2,56,2,2,2,6,262,37,87,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
570400,Charlestown,2.0,1.0,2,56,1,1,1,3,494,69,177,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
344000,Charlestown,1.0,1.0,1,56,2,2,0,4,614,80,212,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
400000,Charlestown,3.0,2.5,1,56,2,2,2,6,418,68,148,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
368000,Charlestown,1.0,1.0,1,56,2,2,2,6,309,44,106,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
384000,Charlestown,1.0,1.0,1,56,1,2,2,5,235,36,79,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
392000,Charlestown,1.0,1.0,1,56,2,2,0,4,614,80,212,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
400000,Charlestown,1.0,1.0,1,56,2,2,2,6,498,70,177,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
408000,Charlestown,1.0,1.0,1,56,2,2,2,6,218,31,75,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
552000,Charlestown,2.0,2.0,1,20,2,3,3,8,511,74,181,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
456000,Charlestown,1.0,1.0,1,56,2,3,3,8,595,77,207,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
576000,Charlestown,2.0,1.5,1,56,3,3,0,6,612,78,213,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
640000,Charlestown,2.0,1.5,1,56,2,2,2,6,534,78,191,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
720000,Charlestown,4.0,2.5,2,56,2,2,2,6,332,59,105,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
672000,Charlestown,2.0,2.0,1,56,1,2,2,5,210,35,61,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
720000,Charlestown,3.0,2.5,1,56,2,2,2,6,215,33,76,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
528000,Charlestown,1.0,1.0,2,56,1,1,1,3,494,69,177,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
639200,Charlestown,1.0,1.0,1,56,1,1,1,3,383,67,141,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
886400,Charlestown,2.0,2.0,2,56,1,1,1,3,494,69,177,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
956000,Charlestown,2.0,2.0,1,56,1,1,1,3,383,67,141,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
700800,Charlestown,2.0,2.0,1,56,1,1,1,3,383,67,141,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
644000,Charlestown,1.0,1.0,1,56,1,1,1,3,383,67,141,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
820000,Charlestown,2.0,2.0,2,56,1,1,1,3,494,69,177,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
424000,Charlestown,1.0,1.0,1,56,1,1,1,3,408,67,148,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
656000,Charlestown,1.0,1.0,1,56,1,1,1,3,383,67,141,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
600000,Charlestown,1.0,1.0,1,56,1,1,1,3,383,67,141,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
632800,Charlestown,1.0,1.0,1,56,1,1,1,3,383,67,141,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
792000,Charlestown,2.0,2.0,1,56,1,1,1,3,383,67,141,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
600000,Charlestown,1.0,1.0,1,56,1,1,1,3,383,67,141,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
815360,Charlestown,2.0,2.0,1,56,1,1,1,3,530,74,203,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
604000,Charlestown,1.0,1.0,1,56,1,1,1,3,383,67,141,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
400000,Charlestown,1.0,1.0,1,56,2,3,3,8,462,68,166,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
408000,Charlestown,1.0,1.0,1,56,1,1,1,3,408,67,148,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
736000,Charlestown,3.0,2.0,1,56,2,2,2,6,504,74,177,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
720000,Charlestown,3.0,2.0,1,56,2,3,3,8,462,68,166,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
1200000,Charlestown,3.0,3.0,1,56,1,2,2,5,210,35,61,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
560000,Charlestown,1.0,1.0,1,56,1,1,1,3,515,72,204,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
928000,Charlestown,3.0,2.5,1,56,1,2,2,5,194,31,50,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
448000,Charlestown,1.0,1.0,1,56,2,2,2,6,400,65,135,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
432000,Charlestown,1.0,1.0,1,56,1,1,1,3,408,67,148,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
448000,Charlestown,1.0,1.0,1,56,2,2,2,6,511,75,182,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
576000,Charlestown,2.0,2.0,1,56,2,2,2,6,336,62,113,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
440000,Charlestown,1.0,1.0,1,56,1,1,1,3,408,67,148,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
640000,Charlestown,2.0,2.0,1,56,2,2,2,6,556,77,196,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
640000,Charlestown,2.0,2.0,1,56,2,1,0,3,621,81,218,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
1040000,Charlestown,3.0,2.5,1,56,3,4,4,11,602,77,210,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
464000,Charlestown,1.0,1.0,1,56,2,2,2,6,479,71,175,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
480000,Charlestown,1.0,1.0,1,56,2,2,2,6,400,65,135,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
672000,Charlestown,2.0,1.5,1,56,2,2,2,6,358,66,123,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
672000,Charlestown,2.0,1.5,1,56,2,2,2,6,534,78,191,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
592000,Charlestown,2.0,2.0,1,56,1,1,1,3,408,67,148,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
600000,Charlestown,2.0,2.0,1,56,2,2,2,6,323,54,105,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
736000,Charlestown,2.0,2.0,1,56,2,2,2,6,511,75,182,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
168000,Charlestown,1.0,1.5,1,56,1,2,2,5,261,40,91,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
432000,Charlestown,1.0,2.0,1,56,4,3,3,10,270,43,91,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
288000,Charlestown,2.0,1.0,1,56,2,2,2,6,238,49,73,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
344000,Charlestown,2.0,1.0,1,56,1,2,2,5,210,35,61,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
432000,Charlestown,2.0,1.0,1,56,2,2,2,6,329,53,107,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
432000,Charlestown,2.0,1.0,1,56,2,2,2,6,329,53,107,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
504000,Charlestown,3.0,1.0,3,56,2,3,3,8,426,64,146,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
456000,Charlestown,3.0,1.0,1,56,2,2,2,6,345,59,113,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
384000,Charlestown,2.0,1.0,2,56,2,2,2,6,333,58,110,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
528000,Charlestown,3.0,1.0,3,56,2,3,3,8,426,64,146,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
464000,Charlestown,3.0,1.0,1,56,2,2,2,6,329,53,107,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
368000,Charlestown,2.0,1.0,1,56,2,2,2,6,324,53,103,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
360000,Charlestown,2.0,1.0,2,56,2,2,2,6,302,39,100,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
288000,Charlestown,1.0,1.0,1,56,2,3,3,8,261,52,80,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
416000,Charlestown,2.0,1.0,1,56,1,2,2,5,258,41,86,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
376000,Charlestown,2.0,1.0,2,56,2,2,2,6,302,39,100,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
440000,Charlestown,2.0,1.0,1,56,2,2,2,6,361,64,123,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
400000,Charlestown,2.0,1.0,1,56,2,3,3,8,462,65,164,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
432000,Charlestown,2.0,1.0,1,56,1,2,2,5,207,34,56,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
576000,Charlestown,3.0,1.0,1,56,2,2,2,6,564,78,200,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
448000,Charlestown,2.0,1.0,1,56,2,2,2,6,427,68,150,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
440000,Charlestown,2.0,1.0,1,56,2,2,2,6,361,64,123,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
440000,Charlestown,2.0,1.0,1,56,2,2,2,6,361,64,123,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
288000,Charlestown,1.0,1.0,1,56,2,2,2,6,418,68,148,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
304000,Charlestown,1.0,1.0,1,56,2,2,2,6,361,64,123,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
392000,Charlestown,2.0,1.0,2,56,2,2,2,6,302,39,100,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
412000,Charlestown,2.0,1.0,1,56,2,2,2,6,376,64,125,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
480000,Charlestown,2.0,1.0,1,56,1,2,2,5,207,34,56,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
480000,Charlestown,2.0,1.0,1,56,1,2,2,5,194,31,50,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
448000,Charlestown,2.0,1.0,1,56,1,2,2,5,237,37,82,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
288000,Charlestown,1.0,1.0,1,56,2,2,2,6,348,64,112,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
528000,Charlestown,3.0,2.0,1,56,2,2,2,6,231,32,81,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
496000,Charlestown,2.0,1.0,1,56,1,2,2,5,237,37,82,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
336000,Charlestown,1.0,1.0,1,56,2,2,2,6,361,64,123,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
336000,Charlestown,1.0,1.0,1,56,2,2,2,6,361,64,123,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
464000,Charlestown,2.0,1.0,1,56,2,2,2,6,336,62,113,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
480000,Charlestown,3.0,2.0,1,56,1,2,2,5,237,37,82,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
480000,Charlestown,3.0,2.0,1,56,1,2,2,5,237,37,82,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
456000,Charlestown,2.0,2.0,1,56,2,2,2,6,245,38,82,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
496000,Charlestown,2.0,1.0,1,56,1,2,2,5,199,31,54,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
512000,Charlestown,2.0,1.0,1,56,2,2,0,4,589,79,206,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
672000,Charlestown,4.0,2.0,1,56,2,2,2,6,225,46,68,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
440000,Charlestown,2.0,1.0,1,56,2,2,2,6,361,64,123,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
136000,Charlestown,1.0,1.0,1,56,2,2,2,6,255,50,80,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
312000,Charlestown,1.0,1.0,1,56,2,2,2,6,262,41,87,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
352000,Charlestown,1.0,1.0,1,56,2,2,2,6,309,44,106,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
672000,Charlestown,4.0,2.0,1,56,2,2,2,6,225,46,68,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
480000,Charlestown,3.0,2.0,1,56,1,2,2,5,237,37,82,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
360000,Charlestown,1.0,1.0,1,56,2,2,2,6,323,54,105,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
352000,Charlestown,1.0,1.0,1,56,1,2,2,5,270,43,91,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
512000,Charlestown,2.0,1.0,1,56,2,2,2,6,543,76,190,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
360000,Charlestown,1.0,1.0,1,56,2,2,2,6,326,56,105,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
320000,Charlestown,1.0,1.0,1,56,1,2,2,5,214,37,70,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
592000,Charlestown,3.0,2.0,1,41,2,2,2,6,350,61,118,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
368000,Charlestown,1.0,1.0,1,56,2,2,2,6,262,37,87,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
952000,Charlestown,7.0,2.5,1,56,2,2,2,6,506,76,183,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
336000,Charlestown,1.0,1.0,1,56,1,2,2,5,258,41,86,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
480000,Charlestown,2.0,2.0,1,56,2,2,2,6,333,58,110,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
192000,Charlestown,5.0,2.0,1,56,2,2,2,6,451,70,162,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
144000,Charlestown,1.0,1.0,1,56,2,2,2,6,255,50,80,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
400000,Charlestown,1.0,1.0,1,56,2,1,0,3,621,81,218,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
352000,Charlestown,1.0,1.0,1,56,2,2,2,6,272,39,91,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
479200,Charlestown,2.0,1.0,1,56,1,1,1,3,342,68,119,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
592000,Charlestown,3.0,2.0,1,56,1,2,2,5,207,34,56,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
736000,Charlestown,4.0,2.0,1,56,2,2,2,6,225,46,68,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
472000,Charlestown,2.0,1.0,1,56,2,2,2,6,215,33,76,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
736000,Charlestown,4.0,2.0,1,56,2,2,2,6,225,46,68,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
364000,Charlestown,1.0,1.0,1,56,2,2,2,6,323,54,105,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
336000,Charlestown,1.0,1.0,1,56,1,2,2,5,237,37,82,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
384000,Charlestown,1.0,1.0,1,56,2,2,0,4,589,79,206,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
384000,Charlestown,1.0,1.0,1,56,2,2,2,6,479,71,175,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
864000,Charlestown,2.0,1.0,1,56,2,2,2,6,418,68,148,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
352000,Charlestown,1.0,1.0,1,56,2,2,2,6,427,68,150,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
352000,Charlestown,1.0,1.0,1,56,1,2,2,5,270,43,91,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
384000,Charlestown,1.0,1.0,1,56,2,2,2,6,497,77,177,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
544000,Charlestown,2.0,1.0,1,56,1,2,2,5,239,37,82,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
408000,Charlestown,1.0,1.0,1,56,2,2,2,6,262,37,87,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
760000,Charlestown,3.0,2.0,1,56,2,2,2,6,459,69,161,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,1
624000,Charlestown,3.0,2.0,1,56,2,2,2,6,451,70,162,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
624000,Charlestown,3.0,2.0,1,56,2,2,2,6,451,70,162,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
624000,Charlestown,3.0,2.0,1,56,2,2,2,6,451,70,162,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
504000,Charlestown,2.0,2.0,1,56,2,2,2,6,245,38,82,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
656000,Charlestown,2.0,1.0,1,56,2,3,3,8,541,75,195,116870.3,42.6,36194,16111,1751,16765.0,210000.0,141285.0,0
464000,Allston,4.0,1.0,1,31,4,4,4,12,324,33,83,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
480000,Allston,4.0,1.0,3,31,6,7,7,20,303,39,65,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
360000,Allston,3.0,1.0,1,31,7,7,7,21,330,46,70,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
352000,Allston,3.0,1.0,1,31,5,6,6,17,318,41,67,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
416000,Allston,4.0,1.0,2,31,8,9,9,26,309,41,65,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
400000,Allston,3.0,1.0,3,31,5,6,6,17,306,40,64,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
400000,Allston,3.0,1.0,2,31,5,6,6,17,309,42,66,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
368000,Allston,3.0,1.0,2,31,6,7,7,20,330,37,67,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
380000,Allston,3.0,1.0,1,31,5,6,6,17,318,41,67,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
376000,Allston,3.0,1.0,1,31,4,4,4,12,368,40,88,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
383840,Allston,3.0,1.0,3,31,7,8,8,23,313,34,71,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
384000,Allston,3.0,1.0,1,31,7,9,9,25,306,39,64,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
399840,Allston,3.0,1.0,3,53,7,8,8,23,313,34,71,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
392000,Allston,3.0,1.0,1,31,4,5,5,14,314,37,65,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
480000,Allston,4.0,1.0,1,31,4,5,5,14,326,41,68,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
496000,Allston,4.0,1.0,2,31,6,7,7,20,323,40,68,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
488000,Allston,4.0,1.0,1,31,8,8,8,24,352,41,81,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
512000,Allston,4.0,1.0,2,31,5,6,6,17,309,42,66,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
512000,Allston,4.0,1.0,1,31,8,9,9,26,309,41,64,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
304000,Allston,2.0,1.0,1,31,7,7,7,21,291,37,67,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
304000,Allston,2.0,1.0,1,56,8,9,9,26,313,41,64,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
304000,Allston,2.0,1.0,1,31,6,7,7,20,297,38,64,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
304000,Allston,2.0,1.0,1,31,6,7,7,20,300,38,63,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
304000,Allston,2.0,1.0,1,31,9,11,11,31,287,34,60,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
304000,Allston,2.0,1.0,1,31,4,5,5,14,326,41,68,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
416000,Allston,3.0,1.0,3,31,5,6,6,17,302,39,66,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
416000,Allston,3.0,1.0,1,31,6,7,7,20,311,42,65,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
416000,Allston,3.0,1.0,2,31,5,5,5,15,299,38,63,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
416000,Allston,3.0,1.0,1,31,7,7,7,21,330,46,70,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
416000,Allston,3.0,1.0,2,31,7,9,9,25,314,41,67,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
576000,Allston,4.0,1.0,2,31,5,6,6,17,309,42,66,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
560000,Allston,4.0,1.0,1,31,3,4,4,11,311,39,66,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
512000,Allston,4.0,1.0,1,31,9,11,11,31,291,37,61,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
408000,Allston,3.0,1.0,1,31,4,4,4,12,276,34,61,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
312000,Allston,2.0,1.0,1,31,4,4,4,12,267,31,57,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
320000,Allston,2.0,1.0,1,31,7,7,7,21,352,41,81,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
576000,Allston,4.0,1.0,2,31,7,7,7,21,311,41,67,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
448000,Allston,3.0,1.0,1,31,4,4,4,12,322,37,80,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
448000,Allston,3.0,1.0,1,31,4,4,4,12,316,34,79,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
448000,Allston,3.0,1.0,2,31,7,9,9,25,314,41,67,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
440000,Allston,3.0,1.0,1,31,4,4,4,12,322,37,80,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
576000,Allston,5.0,1.0,1,31,6,7,7,20,323,42,68,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
544000,Allston,5.0,1.0,1,31,6,7,7,20,323,42,68,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
544000,Allston,5.0,1.0,1,31,6,7,7,20,323,42,68,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
319200,Allston,2.0,1.0,2,31,6,7,7,20,301,38,66,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
540000,Allston,4.0,1.0,3,31,5,6,6,17,303,39,65,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
528000,Allston,4.0,1.0,1,56,8,9,9,26,309,41,64,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
540000,Allston,4.0,1.0,2,31,5,6,6,17,309,42,66,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
544000,Allston,4.0,1.0,1,31,5,6,6,17,329,43,70,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
524000,Allston,4.0,1.0,2,31,7,7,7,21,311,41,67,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
544000,Allston,4.0,1.0,1,31,6,7,7,20,323,42,68,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
496000,Allston,4.0,1.0,3,31,6,7,7,20,303,39,65,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
399840,Allston,3.0,1.0,2,31,7,8,8,23,313,34,71,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
528000,Allston,4.0,1.0,2,31,6,7,7,20,320,38,67,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
544000,Allston,4.0,1.0,1,31,4,4,4,12,310,36,72,79622.0,26.8,21762,8198,944,6945.0,124315.0,122555.0,0
