Rent,Area,Bed,Bath,Crime_Rate,Car_Commute_Percentage,Elemenatary_School,Middle_School,High_School,Total_School,Restaurant,Grocery,Nightlife
2450,"South Boston, Boston, MA",2.0,1.0,2,53,5,5,5,15,440,82,155
3500,"South Boston, Boston, MA",4.0,2.0,1,53,7,6,6,19,215,54,74
2300,"South Boston, Boston, MA",2.0,1.0,1,53,5,3,3,11,106,22,46
4250,"South Boston, South Boston, MA",4.0,1.0,3,53,4,3,3,10,242,50,70
4600,"South Boston, South Boston, MA",4.0,1.0,1,53,5,3,3,11,126,20,50
2400,"South Boston, South Boston, MA",2.0,1.0,1,53,4,3,3,10,83,15,42
2500,"South Boston, Boston, MA",2.0,1.0,1,53,4,4,4,12,474,82,168
2400,"South Boston, Boston, MA",2.0,1.0,1,53,5,3,3,11,185,36,75
2300,"South Boston, Boston, MA",2.0,1.0,1,53,5,3,3,11,106,22,46
4600,"South Boston, Boston, MA",4.0,1.0,1,53,4,3,3,10,118,24,49
3400,"South Boston, Boston, MA",3.0,1.0,1,53,6,6,6,18,372,75,115
2500,"South Boston, Boston, MA",2.0,1.0,1,53,6,4,4,14,108,22,46
2725,"South Boston, Boston, MA",3.0,1.0,1,53,7,6,6,19,215,54,74
2550,"South Boston, South Boston, MA",2.0,1.0,1,53,5,3,3,11,185,36,75
1750,"South Boston, Boston, MA",1.0,1.0,1,53,7,6,6,19,230,57,78
1750,"South Boston, Boston, MA",1.0,1.0,1,53,7,6,6,19,230,57,78
2400,"South Boston, South Boston, MA",2.0,1.0,1,53,5,3,3,11,114,24,47
4500,"South Boston, South Boston, MA",4.0,1.0,3,53,4,3,3,10,242,50,70
3400,"South Boston, Boston, MA",3.0,1.0,1,53,5,4,4,13,190,46,66
3200,"South Boston, Boston, MA",3.0,1.0,1,53,5,5,5,15,278,56,90
2350,"South Boston, Boston, MA",2.0,1.0,1,53,5,3,3,11,185,36,75
2100,"South Boston, Boston, MA",2.0,1.0,1,53,2,2,0,4,744,96,284
2100,"South Boston, Boston, MA",2.0,1.0,2,53,5,5,5,15,454,81,166
2600,"South Boston, South Boston, MA",2.0,1.0,3,53,3,3,0,6,266,57,86
2700,"South Boston, Boston, MA",2.0,1.0,1,53,5,4,4,13,165,41,61
2600,"South Boston, South Boston, MA",2.0,1.0,1,53,5,3,3,11,153,32,61
2600,"South Boston, Boston, MA",2.0,1.0,3,53,7,7,7,21,191,44,70
2600,"South Boston, South Boston, MA",2.0,1.0,2,53,5,5,5,15,259,55,86
2700,"South Boston, Boston, MA",2.0,1.0,1,53,4,3,3,10,87,15,43
2500,"South Boston, Boston, MA",2.0,1.0,1,53,5,5,5,15,416,76,141
3850,"South Boston, Boston, MA",4.0,2.0,1,53,5,3,3,11,124,26,51
2999,"South Boston, Boston, MA",5.0,2.0,1,53,7,6,6,19,215,54,74
4200,"South Boston, South Boston, MA",4.0,2.0,2,53,5,5,5,15,259,55,86
2700,"South Boston, Boston, MA",2.0,1.0,1,53,4,3,3,10,93,21,45
2450,"South Boston, Boston, MA",2.0,1.0,1,53,5,3,3,11,99,20,45
3500,"South Boston, South Boston, MA",3.0,1.0,1,53,5,3,3,11,128,27,53
2700,"South Boston, Boston, MA",2.0,1.0,1,53,3,2,2,7,186,39,74
3800,"South Boston, Boston, MA",4.0,2.0,1,53,5,3,3,11,107,18,44
2800,"South Boston, South Boston, MA",2.0,1.0,1,53,5,3,3,11,105,19,44
1800,"South Boston, Boston, MA",1.0,1.0,2,53,5,5,5,15,259,55,86
1850,"South Boston, Boston, MA",1.0,1.0,1,53,5,3,3,11,124,25,51
2850,"South Boston, South Boston, MA",2.0,1.0,1,53,5,5,5,15,454,81,166
2800,"South Boston, South Boston, MA",2.0,1.0,2,53,5,5,5,15,429,81,147
4700,"South Boston, Boston, MA",4.0,2.0,3,53,5,4,4,13,236,48,75
1950,"South Boston, South Boston, MA",1.0,1.0,3,53,4,3,3,10,242,50,70
2500,"South End, Boston, MA",3.0,1.0,5,32,4,5,5,14,522,84,169
2600,"South End, Boston, MA",3.0,1.0,5,32,4,5,5,14,522,84,169
3000,"South End, Boston, MA",3.0,1.0,3,32,3,5,5,13,575,83,188
3250,"South End, Boston, MA",3.0,1.0,5,32,4,5,5,14,522,84,169
1950,"South End, Boston, MA",1.0,1.0,4,32,4,4,4,12,589,93,199
4350,"South End, Boston, MA",3.0,1.0,3,28,4,4,4,12,882,112,296
